Date,Open,High,Low,Close*,Adj Close**,Volume
"Jun 06, 2023",138.68,140.10,138.21,139.34,138.39,"9,329,500"
"Jun 05, 2023",140.11,140.11,138.13,139.09,138.14,"8,511,900"
"Jun 02, 2023",139.56,141.48,139.34,140.47,139.51,"12,917,200"
"Jun 01, 2023",136.52,138.23,135.45,137.58,136.64,"12,248,100"
"May 31, 2023",136.73,136.84,134.40,135.71,134.78,"14,219,900"
"May 30, 2023",136.80,137.72,136.02,137.46,136.52,"7,399,900"
"May 26, 2023",136.11,137.60,135.63,136.94,136.01,"8,579,900"
"May 25, 2023",134.82,136.27,134.58,135.67,134.74,"8,472,500"
"May 24, 2023",135.40,136.35,135.08,135.34,134.42,"8,578,000"
"May 23, 2023",137.54,139.03,136.46,136.59,135.66,"9,514,900"
"May 22, 2023",141.00,141.64,137.66,138.03,137.09,"11,402,500"
"May 19, 2023",139.79,140.49,138.13,139.18,138.23,"13,490,700"
"May 18, 2023",138.27,139.73,137.76,139.50,138.55,"10,999,600"
"May 17, 2023",135.90,138.59,135.46,138.45,137.51,"12,711,500"
"May 16, 2023",135.46,135.94,133.96,134.32,133.40,"6,477,200"
"May 15, 2023",134.27,135.67,133.96,135.23,134.31,"7,639,500"
